rh_id,departement,ville,nom,num_ref_struct,code_postal,adresse,adresse_suite,geo_,geo_bis,type_structure,rattachement,telephone_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_actions,conditions_acces,type_mediation,public_si_different,conditions_acces_si_diff,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,label,wifi,precisions,commentaires_internes,lat,lon
RH_fiche_68_,31,Toulouse,Secours catholique,,31200,place du marche aux cochons,,,,,Association,05 34 25 67 40,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.620334,1.435406
RH_fiche_69_,31,Toulouse,PIJ Quartier Nord,,31200,118 Boulevard Pierre et Marie Curie,,,,,Association,05 62 72 23 78,cyberbasetoulousenord@orange.fr,http://www.pijtoulousenord.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.626305,1.43686
RH_fiche_70_,31,Toulouse,Entr'act solidarite,,31200,148 avenue de fronton,,,,,Association,05 61 55 59 26,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.637631,1.433421
RH_fiche_71_,31,Toulouse,Mission Locale Antenne quartier nord,,31200,1 rue ernest renan,,,,,Association,05 61 57 59 92,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.628251,1.445023
RH_fiche_72_,31,Toulouse,Centre social Alliances & Cultures Cap Nord,,31200,12 rue Clouet,,,,,Centre social,05 61 13 35 96,alliancesetculturesnord@yahoo.fr,www.alliancesetcultures.ouvaton.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.631471,1.43278
RH_fiche_73_,31,Toulouse,CCPS et CARMI,,31200,44 chemin des izards,,,,,Centre social,05 62 72 48 50,clshp@ccpst.org carmi@ccpst.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.639736,1.4445
RH_fiche_74_,31,Toulouse,Alliances et Cultures Les Troênes,,31200,69 rue des Troênes,,,,,Centre social,05 61 57 14 71,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.617705,1.414786
RH_fiche_75_,31,Toulouse,Antenne CCPS Picarel,,31200,26 allées Django Reinhard,,,,,Centre social,05 61 70 45 62,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.648485,1.410764
RH_fiche_76_,31,Toulouse,Antenne CCPS Les Chênes,,31200,49 rue des mésanges,,,,,Centre social,05 62 75 46 29,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.660754,1.411986
RH_fiche_77_,31,Toulouse,Centre social Izards/Borderouge,,31200,1 place Micoulaud,,,,,FIGO Centre social,05 67 04 14 80,,,,,,,,,,Decembre 2019,,,COMP,TP,,ORD,ALL,Libre,ORD,TP,Libre,,,,,,,,,,,43.625551,1.452016
RH_fiche_78_,31,Toulouse,MJC Croix-Daurade,,31200,,,,,,,,,http://www.mjccroixdaurade.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.622957,1.436634
RH_fiche_79_,31,Montrejeau,SARAPP Montrejeau,,31210,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.074445,0.596648
RH_fiche_80_,31,Clarac,foyer rural Clarac,,31210,Chemin de Sainte Anne,,,,,Association,05 61 89 70 64,foyer-rural-clarac@orange.fr,http://www.foyerruralclarac.org/accueil.html,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,,,,,,,,,,,,,,,,43.096246,0.614615
RH_fiche_81_,31,Cazères, Maison Pour tous,,31220,6 rue des Capucins,,,,,FIGO Centre social,,,www.mptcazeres.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,ORDM,,,,,,,,,,,,,,,,43.202236,1.082897
RH_fiche_82_,31,Saint-Jean,MJC Les Granges / Saint Jean,,31240,33 route d'Albi,ter,,,,,05 32 09 67 50,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,Decembre 2019,,,ORDM,,,COMP,,,FL,,,,,,,,,,,,,43.664503,1.50383
RH_fiche_83_,31,Saint-Jean,Centre Social Les Granges / Saint Jean,,31240,33 route d'Albi,ter,,,,FIGO Centre social,05 32 09 68 37,,https://www.mairie-saintjean.fr/les-granges/,,,,,,,,Decembre 2019,,,ACCN,,,SENS,,,SENS,,,,,,,,,,,,,43.664503,1.50383
RH_fiche_84_,31,Toulouse,CSF Cugnaux,,31270,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.544642,1.345531
RH_fiche_85_,31,Toulouse,MDS Castanet-Tolosan,,31300,68 avenue de Lauragais,,,,,Conseil Départemental,05 62 71 91 80,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,43.579762,1.456133
RH_fiche_86_,31,Toulouse,Centre Social – ASSQOT,,31300,18 rue Vincent Scotto,,,,,Centre social,,,www.assqot.com,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.598293,1.416982
RH_fiche_87_,31,Toulouse,Centre social annexe  Arenes romaines,,31300,107 avenue des Arènes Romaines,,,,,Centre social,05 61 16 09 46,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.615071,1.396945
RH_fiche_88_,31,Toulouse,CCPS Hameau de fleurance,,31300,12 impasse benozzi,,,,,Centre social,05 62 72 48 50,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,43.603236,1.353572
RH_fiche_89_,31,Montbrun Bocage,L'ordinateur facile,,31310,3 rue du Rebarat,,,,,Association,06 51 91 40 96,lordinateurfacile@gmail.com,http://www.lordinateurfacile.fr/,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,9 h - 14 h,,Decembre 2019,,,ORDM,,,ACCDS,,,FL,,,,,,,,,,,,,43.127466,1.267765
RH_fiche_90_,31,Merville,Centre Social de Merville / CCAS,,31330,50 rue du 19 mars 1962,,,,,FIGO Centre social,05 62 13 40 95,,,,,,,,,,Decembre 2019,,,ORD,TP,Libre,ORD,ALL,Libre,COMP,TP,Libre,SENS,,,,,,,,,,43.722019,1.298805
RH_fiche_91_,31,Toulouse,Point Infomartions Jeunesse Empalot,,31400,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,ACCDS,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_92_,31,Toulouse,Mediatheque Empalot,,31400,40 avenue jean moulin,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,SENS,,,COMP,,,,,,,,,,,,,43.578868,1.441595
RH_fiche_93_,31,Toulouse,maison des citoyennetes Niel,,31400,81 rue saint roch,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,43.578796,1.44655
RH_fiche_94_,31,Toulouse,Bibliotheque Mediatheque Rangueil,,31400,19 rue claude forbin,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,43.574867,1.463951
RH_fiche_95_,31,Toulouse,Bib' Insa,,31400,135 avenue de rangueil,,,,,,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,43.569183,1.466106
RH_fiche_96_,31,Toulouse,Bibliotheque Universitaire de Sciences,,31400,118 rte de narbonne,,,,,,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,43.561566,1.463029
RH_fiche_97_,31,Toulouse,Avenir Nouvelle maison des chomeurs,,31400,115 rue bonnat,,,,,Association,05 34 31 33 11,avenir.toulouse@wanadoo.fr,https://maisondeschomeurs.org,9h-12h ,9h-12h ,9h-12h ,9h-12h ,9h-12h ,,,Decembre 2019,TP,,ORDM,,,ACCDS,,Sur rendez-vous,SENS,,,COMP,Sur inscription,,,,,EPN  TL  APTIC,Oui,,,43.581165,1.45768
RH_fiche_98_,31,Toulouse,Maison Des Solidarités Empalot,,31400,32 allée henri sellier,,,,,Conseil Départemental,05 61 14 76 00,,,,,,,,,,Decembre 2019,,,ORDM,,,ACCDA,,,,,,,,,,,,,,,,43.577351,1.43808
RH_fiche_99_,31,Toulouse,Centre social Jean Moulin / Empalot  (CAF),,31400,38 avenue jean moulin,,,,,FIGO Centre social,05 34 31 94 42,,https://www.facebook.com/cs.empalot/,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,,Decembre 2019,TP,Libre,ORDM,,,ACCDS,,,SENS,,,ORDM,ALL,,,,,,,,,43.579108,1.441695
RH_fiche_100_,31,Toulouse,Mission Locale Empalot,,31400,1 place commerciale,,,,,Mairie,,,www.mltoulouse.org,,,,,,,,Decembre 2019,,,ORDM,,,ACCDA,,,,,,,,,,,,,,,,43.527574,1.338336
RH_fiche_101_,31,Toulouse,Pole emploi St Michel,,31400,2 avenue de l'urss,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,ORDM,,,ACCDA,,,SENS,,,,,,,,,,,,,43.583959,1.448217
RH_fiche_102_,31,Toulouse,Pole emploi La plaine,,31400,1 impasse rene couzinet,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,ORDM,,,ACCDA,,,SENS,,,,,,,,,,,,,43.582804,1.492372
RH_fiche_103_,31,Toulouse,Rangueil club de prevention,,31400,34 avenue de Rangueil,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,ORDM,,,ACCDA,,,,,,,,,,,,,,,,43.576559,1.454654
RH_fiche_104_,31,Toulouse,Centre Epide,,31400,3 avenue du professeur Joseph Ducuing ,,,,,,05 81 60 89 89,,www.epide.fr,,,,,,,,Decembre 2019,,,ORDM,,,COMP,,,ACCDA,,,SENS,,,,,,,,,,43.504264,1.442045
RH_fiche_105_,31,Toulouse,Rectorat,,31400,75 rue saint roch,,,,,Rectorat,,,,,,,,,,,Decembre 2019,,,ORDM,,,,,,,,,,,,,,,,,,,43.578426,1.447024
RH_fiche_106_,31,Toulouse,MJC du Pont des demoiselles,,31400,,,,,,Association,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_107_,31,Toulouse,Relai 2A (association Le relai),,31400,15 rue du japon,,,,,Association,,,,,,,,,,,Decembre 2019,,,COMP,,,ACCDA,,,,,,,,,,,,,,,,43.590454,1.45837
RH_fiche_108_,31,Toulouse,GRETA,,31400,3 rue andré daste,,,,,Entreprise,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,43.58155,1.439351
RH_fiche_109_,31,Toulouse,Ligue de l'enseignement,,31400,,,,,,Association,,,,,,,,,,,Decembre 2019,,,SENS,,,COMP,,,,,,,,,,,,,,,,43.582781,1.471669
RH_fiche_110_,31,Toulouse,La main à la pate,,31400,62 rue de Nîmes,,,,,Association,,,,,,,,,,,Decembre 2019,,,ACCDS,,,,,,,,,,,,,,,,,,,43.575318,1.465174
RH_fiche_111_,31,Toulouse,Generations solidaires,,31400,30 avenue jean moulin,,,,,Association,,,,,,,,,,,Decembre 2019,,,ACCDS,,,ACCN,,,,,,,,,,,,,,,,43.580927,1.441941
RH_fiche_112_,31,Toulouse,ASTRONEF,,31400,3 place des avions,,,,,Association,05 61 52 90 70,,,,,,,,,,Decembre 2019,,,ACCDS,,,ACCN,,,,,,,,,,,,,,,,43.57692,1.459985
