rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure
RH_fiche_272_,Ref_0272,,31,=31=,Toulouse,,Maison de la citoyenneté Rive Gauche,,,20 place Jean-Diebold,31300,20 place Jean-Diebold Toulouse,,,collectivité territoriale,,,05 31 22 91 30
RH_fiche_273_,Ref_0273,,31,=31=,Toulouse,,Maison de la citoyenneté Sud Est,,,Site Niel - 81 rue Saint Roch,31400,Site Niel - 81 rue Saint Roch Toulouse,,,collectivité territoriale,,,05 67 73 82 71
RH_fiche_274_,Ref_0274,,31,=31=,Toulouse,,Point Information Mairie Serveyrolles,,,,,Toulouse,,,collectivité territoriale,,,05 61 22 22 39
RH_fiche_275_,Ref_0275,,31,=31=,Toulouse,,Lieu Ressource Formation,Lieu Ressource Formation,31100,52 rue Jacques Babinet,,52 rue Jacques Babinet 31100 Toulouse,,,,organisme de formation,,05 62 48 53 20
RH_fiche_276_,Ref_0276,,31,=31=,Toulouse,,Planning Familial,,,,,Toulouse,,,,,,
RH_fiche_277_,Ref_0277,,31,=31=,Toulouse,,Bibliothèque Roseraie,,31500,100 avenue Yves Brunaud,,100 avenue Yves Brunaud 31500 Toulouse,,,,Bibliothèque,,05 31 22 95 33
RH_fiche_278_,Ref_0278,,31,=31=,,,NB Com',,,,,,,,,,,
RH_fiche_279_,Ref_0279,,31,=31=,,,CRIJ,,,,,,,,collectivité territoriale,,,
RH_fiche_280_,Ref_0280,,31,=31=,,,SAVIM,,,,,,,,,,,
RH_fiche_281_,Ref_0281,,31,=31=,,,ASETE,,,,,,,,,,,
RH_fiche_282_,Ref_0282,,31,=31=,,,Mairie annexe Roseraie,,,,,,,,collectivité territoriale,,,05 31 22 93 10
RH_fiche_283_,Ref_0283,,31,=31=,,,Mairie annexe Bonnefoy,,,,,,,,collectivité territoriale,,,05 61 22 22 32
RH_fiche_284_,Ref_0284,,31,=31=,Toulouse,,Cap Nomade,,31000,31 rue amidonniers,,31 rue amidonniers 31000 Toulouse,,,Association,,,06 01 99 36 23 ou 09 50 94 58 16
RH_fiche_285_,Ref_0285,,31,=31=,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,1 rue Van Dyck,,1 rue Van Dyck 31200 Toulouse,,,ASSOCIATION,,,05 67 00 66 73 - 06 26 92 28 59
RH_fiche_286_,Ref_0286,,31,=31=,Toulouse,,La Cantine Toulouse,LA MELEE,31000,39 Allées Jules Guesdes,,39 Allées Jules Guesdes 31000 Toulouse,,,ASSOCIATION,,,05 32 10 81 35
RH_fiche_287_,Ref_0287,,31,=31=,Toulouse,,Nova Mêlée,LA MELEE,31000,27 Rue d’Aubuisson,,27 Rue d’Aubuisson 31000 Toulouse,,,ASSOCIATION,,,05 32 10 81 27
RH_fiche_288_,Ref_0288,,31,=31=,Toulouse,,EMERGENCE PLUS - DYNAMIQUE TOULOUSE NORD,,31200,2 rue Ernest Renan,,2 rue Ernest Renan 31200 Toulouse,,,ASSOCIATION,,,05 34 51 63 70
RH_fiche_289_,Ref_0289,,31,=31=,Toulouse,,ARTILECT,,31300,27 bis allée Maurice Sarraut,,27 bis allée Maurice Sarraut 31300 Toulouse,,,ASSOCIATION,,,
RH_fiche_290_,Ref_0290,,31,=31=,Toulouse,,FABLAB LE PROPULSEUR,ASSOCIATION SCIENCES ANIMATION,31400,39 Allées Jules Guesde,,39 Allées Jules Guesde 31400 Toulouse,,,ASSOCIATION,,,
RH_fiche_291_,Ref_0291,,31,=31=,Toulouse,,ETINCELLE COWORKING TOULOUSE,SARL ETINCELLE TOULOUSE,31300,2 rue d'Austerlitz,,2 rue d'Austerlitz 31300 Toulouse,,,SARL,,,05 64 88 01 30 - 06 25 02 44 11
RH_fiche_292_,Ref_0292,,31,=31=,Toulouse,,Ô LOCAL,NOFOMO,31500,8 impasse Bonnet,,8 impasse Bonnet 31500 Toulouse,,,SAS,,,09 52 91 10 10 - 06 49 88 39 79
RH_fiche_293_,Ref_0293,,31,=31=,Toulouse,,HARRYCOW,,31000,13 rue Sainte Ursule,,13 rue Sainte Ursule 31000 Toulouse,,,SAS,,,06 75 43 56 69
RH_fiche_294_,Ref_0294,,31,=31=,Toulouse,,LES IMAGINATIONS FERTILES,,31300,27 bis Allées Maurice Sarraut,,27 bis Allées Maurice Sarraut 31300 Toulouse,,,SCIC,Tiers lieux,,06 75 55 72 08
RH_fiche_295_,Ref_0295,,31,=31=,Toulouse,,Association Diapason,,31100,7bis rue du cher,,7bis rue du cher 31100 Toulouse,,,Association,Association,,05 61 40 16 64
RH_fiche_296_,Ref_0296,,31,=31=,Toulouse,,TO7,,31100,4 bis chemin robert cambert,,4 bis chemin robert cambert 31100 Toulouse,,,Association,,,05 61 44 27 74
RH_fiche_297_,Ref_0297,,31,=31=,Tournefeuille,,Mediatheque Tournefeuille,,31170,3 impasse Max Baylac,,3 impasse Max Baylac 31170 Tournefeuille,,,collectivité territoriale,,,05 62 13 21 78
RH_fiche_298_,Ref_0298,,31,=31=,Tournefeuille,,AGEAH - Maison des Associations Tournefeuille,,31170,27 rue Gaston Doumergue,,27 rue Gaston Doumergue 31170 Tournefeuille,,,Association,,,05 61 06 87 98
RH_fiche_299_,Ref_0299,,31,=31=,Venerque,,Service Jeunesse Léo Lagrange Venerque,,31810,14 avenue du Mont Frouzi,,14 avenue du Mont Frouzi 31810 Venerque,,,collectivité territoriale,,,
RH_fiche_300_,Ref_0300,,31,=31=,Villemur sur tarn,,France Services - Val Aïgo Villemur-sur-Tarn,Communauté de communes Val'Aïgo,31340,2 avenue Saint Exupéry,,2 avenue Saint Exupéry 31340 Villemur sur tarn,,,collectivité territoriale,,,
RH_fiche_301_,Ref_0301,,31,=31=,,,Adens,,,,,,,,Entreprise,,,
RH_fiche_302_,Ref_0302,,31,=31=,,,DigiJeunes,,,,,,,,,,,
RH_fiche_303_,Ref_0303,,31,=31=,,,centre culturel des chamois,,,,,,,,,Centre social,,
RH_fiche_304_,Ref_0304,,31,=31=,,,Pavillon Sauvages,,,,,,,,,,,
RH_fiche_305_,Ref_0305,,31,=31=,Bagnères de Luchon,,Maison du curiste,,31110,parc des quinconces,,parc des quinconces 31110 Bagnères de Luchon,,,,,,05 61 79 22 22
RH_fiche_306_,Ref_0306,,32,=32=,Auch,,Le comptoir solidaire / R2D2 Recyclage et Réemploi pour le Développement Durable,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,05 62 05 33 98
RH_fiche_307_,Ref_0307,,32,=32=,Auch,,Garros Services,,32000,4 bis rue du bourget,,4 bis rue du bourget 32000 Auch,,,,Régie de quartier,,05 62 63 65 39
RH_fiche_308_,Ref_0308,,32,=32=,Auch,,centre de soin en addictologie,,32000,21 avenur de l'yser,,21 avenur de l'yser 32000 Auch,,,,,,05 62 05 28 68
RH_fiche_309_,Ref_0309,,32,=32=,Auch,,La Dynamo du Gers,GERS DEVELOPPEMENT,32000,6 rue roger salengro,,6 rue roger salengro 32000 Auch,,,ASSOCIATION,,,
RH_fiche_310_,Ref_0310,,,,,,,,,,,,,,,,,
RH_fiche_311_,Ref_0311,,32,=32=,Auch,,AG2i,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,
RH_fiche_312_,Ref_0312,,32,=32=,Barran,,France Services Val de Gers Antenne de Barran,Communauté de Communes Val de Gers,32350,45 rue du Docteurue G. Demandès,Mairie de Barran,45 rue du Docteurue G. Demandès 32350 Barran,,,collectivité territoriale,,,
RH_fiche_313_,Ref_0313,,32,=32=,Berrac,,Gerskali / Gers numérique,,32480,Lieu dit La Peyrigne,,Lieu dit La Peyrigne 32480 Berrac,,,Entreprise,,,06 95 65 88 22
RH_fiche_314_,Ref_0314,,32,=32=,Caupenne d'armagnac,,SYMA DU NOUGAROPOLE,,32110,Route de Caupenne d’armagnac,,Route de Caupenne d’armagnac 32110 Caupenne d'armagnac,,,syndicat mixte,,,06.72.24.16.70
RH_fiche_315_,Ref_0315,,32,=32=,Cologne,,Association Arcolan,,32430,LD Buguet Route d'Ardizas,,LD Buguet Route d'Ardizas 32430 Cologne,,,Association,Centre social,,05 62 05 13 61
RH_fiche_316_,Ref_0316,,32,=32=,Cologne,,MSAP Cologne,,32430,Route d'Ardizas,,Route d'Ardizas 32430 Cologne,,,,MSAP,,05 62 05 13 61
RH_fiche_317_,Ref_0317,,32,=32=,Cologne,,LE SITE,,32430,Route de Sarrant,,Route de Sarrant 32430 Cologne,,,SAS,,,06 08 51 33 42
RH_fiche_318_,Ref_0318,,32,=32=,Condom,,Centre Social de la Ténarèze,,32100,28 rue Gambetta,,28 rue Gambetta 32100 Condom,,,,Centre social,,
RH_fiche_319_,Ref_0319,,32,=32=,Fleurance,,Bibliothèque municipale,,32500,100 rue Pasteur,,100 rue Pasteur 32500 Fleurance,,,collectivité territoriale,,,05 62 06 18 96
RH_fiche_320_,Ref_0320,,32,=32=,Fleurance,,France Services - Fleurance,Commune de Fleurance,32500,62 Rue Adolphe Cadéot,,62 Rue Adolphe Cadéot 32500 Fleurance,,,collectivité territoriale,,,
RH_fiche_321_,Ref_0321,,32,=32=,Fleurance,,FABLAB C.C LOMAGNE GERSOISE - LIR,C.C LOMAGNE GERSOISE,32500,8 Avenue Pierre de Coubertin,,8 Avenue Pierre de Coubertin 32500 Fleurance,,,collectivité territoriale,,,
RH_fiche_322_,Ref_0322,,32,=32=,Lamothe Goas,,Mairie,,32500,68 route de Letoure,,68 route de Letoure 32500 Lamothe Goas,,,collectivité territoriale,,,05 62 65 21 72
RH_fiche_323_,Ref_0323,,32,=32=,Lectoure,,MSAP,,32700,2 cours Gambetta,,2 cours Gambetta 32700 Lectoure,,,,MSAP,,05 62 68 75 47
RH_fiche_324_,Ref_0324,,,,,,Télécentre de Lectoure,,,,,,,,,,,
RH_fiche_325_,Ref_0325,à verifier,32,=32=,Lectoure,,Régie rurale de services de Lomagne,,32700,Zi La Couture,,Zi La Couture 32700 Lectoure,,,Association,,,05 62 68 57 78
RH_fiche_326_,Ref_0326,,32,=32=,Lectoure,,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,rue Saint Gervais 32700 Lectoure,,,collectivité territoriale,,,05 62 68 48 32
RH_fiche_327_,Ref_0327,,32,=32=,Auch,,Génération Mouvement,,32700,1 place Maréchal Lannes,,1 place Maréchal Lannes 32700 Auch,,,Association,,,05 62 60 19 50
RH_fiche_328_,Ref_0328,,32,=32=,Lectoure,,Mairie,,32700,Place du Général de Gaulle,,Place du Général de Gaulle 32700 Lectoure,,,collectivité territoriale,,,05 62 68 70 22
RH_fiche_329_,Ref_0329,à vérifier,32,=32=,Lectoure,,France Services - Lectoure,Commune de Lectoure,32700,2 Cours Gambetta,,2 Cours Gambetta 32700 Lectoure,,,collectivité territoriale,,,
RH_fiche_330_,Ref_0330,,32,=32=,Lectoure,,PEPINIERES D ENTREPRISES DE LOMAGNE,CC LOMAGNE GERSOISE,32700,ZI La Couture,,ZI La Couture 32700 Lectoure,,,collectivité territoriale,,,05.62.29.52.42 - 06.46.71.43.17
RH_fiche_331_,Ref_0331,,32,=32=,L’isle Jourdain,,L OURS BRUN,SOCIETE VBR EVENEMENTS,32600,9 Place GAMBETTA,,9 Place GAMBETTA 32600 L’isle Jourdain,,,SARL,,,0680856559 - 06 11 72 24 20
RH_fiche_332_,Ref_0332,,32,=32=,L’isle Jourdain,,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,2 Avenue du Courdé 32600 L’isle Jourdain,,,,Centre social,,
RH_fiche_333_,Ref_0333,,32,=32=,Masseube,,France Services - Val de Gers,Communauté de Communes Val de Gers,32140,16 Avenue Elysée Duffréchou,Ancien couvent,16 Avenue Elysée Duffréchou 32140 Masseube,,,collectivité territoriale,,,
RH_fiche_334_,Ref_0334,,32,=32=,Mauvezin,,Régie Rurale de Services de Fezensaguet,,32120,43 rue Gambetta,,43 rue Gambetta 32120 Mauvezin,,,Association,,,05 62 06 92 80
RH_fiche_335_,Ref_0335,,32,=32=,,,Télécentre de Mirande,,,,,,,,,,,
RH_fiche_336_,Ref_0336,,32,=32=,Jégun,,Accueil jeunes coeur de gascogne,,32360,31 place de la bascule,,31 place de la bascule 32360 Jégun,,,,,,
RH_fiche_337_,Ref_0337,,32,=32=,,,EREF - PIJ,,,,,,,,,,,
RH_fiche_338_,Ref_0338,,32,=32=,Plaisance,,France Services - Plaisance du Gers,La Poste,32160,38 rue de l’Adour,,38 rue de l’Adour 32160 Plaisance,,,,La Poste,,
RH_fiche_339_,Ref_0339,,32,=32=,Riscle,,Télécentre de Riscle,,32400,,,32400 Riscle,,,,,,
RH_fiche_340_,Ref_0340,à vérifier,32,=32=,Saint Clar,,prends toi en main,,32380,Place De La Vieille église,,Place De La Vieille église 32380 Saint Clar,,,Association,,,
RH_fiche_341_,Ref_0341,,32,=32=,Saint-Clar,,Médiathèque de Saint-Clar,,32380,place dastros,,place dastros 32380 Saint-Clar,,,,Centre social,,05 62 07 49 12
RH_fiche_342_,Ref_0342,,32,=32=,Samatan,,MSAP Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,MSAP,,
RH_fiche_343_,Ref_0343,,32,=32=,Samatan,,Centre social Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,Centre social,,05 62 07 82 73
RH_fiche_344_,Ref_0344,,32,=32=,Samatan,,LE BUREAU SAMATANAIS,SAS LE BUREAU SAMATANAIS,32130,6 rue de la commanderie,,6 rue de la commanderie 32130 Samatan,,,SAS,,,06 33 48 01 17
RH_fiche_345_,Ref_0345,,32,=32=,Sarrant,,Espace de Vie Sociale LaMIS,,32120,14 rue du milieu,,14 rue du milieu 32120 Sarrant,,,,Centre social,,05 42 54 25 24
RH_fiche_346_,Ref_0346,,32,=32=,Seissan,,France Services - Val de Gers Antenne de Seissan,Communauté de Communes Val de Gers,32260,1 Place Carnot,,1 Place Carnot 32260 Seissan,,,collectivité territoriale,,,
RH_fiche_347_,Ref_0347,,32,=32=,Simorre,,LE BOUCHE A OREILLE,,32420,Place de la Mairie,,Place de la Mairie 32420 Simorre,,,SCIC SARL,,,05 62 05 52 42
RH_fiche_348_,Ref_0348,,32,=32=,Vic Fezensac,,Vic Accueil,,32190,13 Rue Jean Jaurès,,13 Rue Jean Jaurès 32190 Vic Fezensac,,,,Centre social,,
RH_fiche_349_,Ref_0349,,32,=32=,Vic Fezensac,,France Services - Artagnan en Fezensac,Communauté de Communes Artagnan en Fezensac,32190,18 Rue des Cordeliers,,18 Rue des Cordeliers 32190 Vic Fezensac,,,collectivité territoriale,,,
RH_fiche_350_,Ref_0350,,32,=32=,Gimont,,Cultures portes de gascogne,,32200,85 rue nationale,BP 15,85 rue nationale 32200 Gimont,,,,,,05 62 67 97 10
RH_fiche_351_,Ref_0351,,32,=32=,Gimont,,Accueil jeunes de Gimont,,32200,85 rue Nationale,,85 rue Nationale 32200 Gimont,,,,,,05.62.67.70.02
RH_fiche_352_,Ref_0352,,32,=32=,Auch,,Restos du coeur,Restos du coeur,32000,22 rue Frederico Garcia Lorca,Z.I. de l'Hippodrome,22 rue Frederico Garcia Lorca 32000 Auch,,,,,,05 62 60 07 78
RH_fiche_353_,Ref_0353,,65,=65=,Ancizan,,Centre Culturel,,65440,10 rue de l'Arbizon,,10 rue de l'Arbizon 65440 Ancizan,,,,,,05 62 39 92 29
RH_fiche_354_,Ref_0354,,65,=65=,Argeles Gazost,,Restos du Cœur,Restos du coeur,65400,2 rue de l'Arrieulat,,2 rue de l'Arrieulat 65400 Argeles Gazost,,,Association,,,
RH_fiche_355_,Ref_0355,,65,=65=,Argeles Gazost,,Maison Départementale de Solidarité,Conseil Départemental,65400,1 chemin de l'herbe,,1 chemin de l'herbe 65400 Argeles Gazost,,,Collectivité territoriale,,,05 31 74 37 10
RH_fiche_356_,Ref_0356,,65,=65=,Argeles Gazost,,Médiathèque Municipale,,65400,1 rue Jean Bourdette,,1 rue Jean Bourdette 65400 Argeles Gazost,,,,,,05 62 97 10 59
RH_fiche_357_,Ref_0357,,65,=65=,Arreau,,France Services - Arreau,La Poste,65240,4 rue Saint-Exupéry,,4 rue Saint-Exupéry 65240 Arreau,,,,La Poste,,
RH_fiche_358_,Ref_0358,,31,=31=,Ramonville-saint-agne,,Ramonville-saint-agne,,31520,7 rue hermès  Le périscope,,7 rue hermès  Le périscope 31520 Ramonville-saint-agne,,,Entreprise,,,04 84 25 15 16
RH_fiche_359_,Ref_0359,,65,=65=,Arreau,,Restos du Cœur,Restos du coeur,65240,17 grande rue,,17 grande rue 65240 Arreau,,,Association,,,
RH_fiche_360_,Ref_0360,,65,=65=,Arreau,,médiathèque,,65240,Chateaux des Nestes,,Chateaux des Nestes 65240 Arreau,,,,,,05 62 98 66 94
RH_fiche_361_,Ref_0361,,65,=65=,Aspin en Lavedan,,médiathèque de Batsurguère,,65100,3 rue de la Ribère,,3 rue de la Ribère 65100 Aspin en Lavedan,,,,,,05 62 94 79 36 / 06 43 15 36 22
RH_fiche_362_,Ref_0362,,65,=65=,Aureilhan,,bibliothèque Jules Laforgue,,65800,24 avenue Jean Jaurès,,24 avenue Jean Jaurès 65800 Aureilhan,,,,,,05 62 38 91 65
RH_fiche_363_,Ref_0363,,65,=65=,Bagneres de Bigorre,,France Services - Haute Bigorre,CC de la Haute-Bigorre,65200,30 avenue Géruzet,,30 avenue Géruzet 65200 Bagneres de Bigorre,,,collectivité territoriale,,,
RH_fiche_364_,Ref_0364,,65,=65=,Bagnères de Bigorre,,Restos du Cœur,Restos du coeur,65200,4 rue Grasset,,4 rue Grasset 65200 Bagnères de Bigorre,,,Association,,,
RH_fiche_365_,Ref_0365,,65,=65=,Bagnères de Bigorre,,Médiathèque Intercommunale,,65200,4 rue alsace Lorraine,,4 rue alsace Lorraine 65200 Bagnères de Bigorre,,,collectivité territoriale,,,05 62 95 34 64
RH_fiche_366_,Ref_0366,,65,=65=,Bagnères de Bigorre,,Maison Départementale de la Solidarité,Conseil Départemental,65200,1 rue Castelmouly,,1 rue Castelmouly 65200 Bagnères de Bigorre,,,collectivité territoriale,,,05 31 74 36 20
RH_fiche_367_,Ref_0367,,65,=65=,Tarbes,,Maison Départementale de la Solidarité de l'Agglomération Tarbaise,,65000,5 rue Gaston Dreyt,,5 rue Gaston Dreyt 65000 Tarbes,,,,,DSD - Département des Hautes Pyrénées,05 62 56 73 02
RH_fiche_368_,Ref_0368,,65,=65=,Bordères sur Echez,,bibliothèque Claude Nogaro,,65320,place J Jaurès,,place J Jaurès 65320 Bordères sur Echez,,,,,,05 62 38 33 73
RH_fiche_369_,Ref_0369,,65,=65=,Castelnau Magnoac,,Médiathèque,,65230,21 place de l'Estelette,,21 place de l'Estelette 65230 Castelnau Magnoac,,,,,,05 62 99 80 62
RH_fiche_370_,Ref_0370,,65,=65=,Cauterets,,Médiathèque Municipale,,65110,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,,,,,,05 62 92 59 96
RH_fiche_371_,Ref_0371,,65,=65=,Galan,,France Services - Galan,,65330,1 Place de la Bastide,,1 Place de la Bastide 65330 Galan,,,,,,
RH_fiche_372_,Ref_0372,,65,=65=,Ibos,,bibliothèque Daniel Pennac,,65420,place Verdun,,place Verdun 65420 Ibos,,,,,,05 62 90 61 00
RH_fiche_373_,Ref_0373,,65,=65=,Jezeau,,LA SOULANE,,65240,Marie - village,,Marie - village 65240 Jezeau,,,ASSOCIATION,,,06 21 98 56 71
RH_fiche_374_,Ref_0374,,65,=65=,Tarbes,,Espace Public d'Initiatives Citoyennes (EPIC),,65000,4 rue Erik Satié,,4 rue Erik Satié 65000 Tarbes,,,,,DSD - Département des Hautes Pyrénées,05 62 54 38 72
RH_fiche_375_,Ref_0375,,65,=65=,Lannemezan,,Maison Départementale de la solidarité,Conseil Départemental,65300,325 rue Thiers,,325 rue Thiers 65300 Lannemezan,,,Collectivité territoriale,,,05 31 74 35 10
RH_fiche_376_,Ref_0376,,65,=65=,Lannemezan,,Restos du Cœur,Restos du coeur,65300,272 rue Voltaire,,272 rue Voltaire 65300 Lannemezan,,,Association,,,
RH_fiche_377_,Ref_0377,,31,=31=,Montgiscard,,Maison Départementale de Proximité de Montgiscard,,31450,8 RD 816 - Z.I. du Canal,,8 RD 816 - Z.I. du Canal 31450 Montgiscard,,,,,,05 62 52 05 23 
RH_fiche_378_,Ref_0378,,31,=31=,Labège,,ESPACE EMPLOI FORMATION SICOVAL,,31670,25 RUE PIERRE GILLES DE GENNES,ILLAGE D'ENTREPRISES BÂT 10,25 RUE PIERRE GILLES DE GENNES 31670 Labège,,,EPCI ,,SICOVAL Communauté d'Agglomération,05 61 28 71 10
RH_fiche_379_,Ref_0379,,65,=65=,Lourdes,,SAGV65,,65100,17 avenue Joffre,BP 846,17 avenue Joffre 65100 Lourdes,,,,Centre social,,
RH_fiche_380_,Ref_0380,,65,=65=,Lourdes,,Cyberbase et médiathèque,,65100,22 place du champ commun,,22 place du champ commun 65100 Lourdes,,,,,,05 62 94 99 42
RH_fiche_381_,Ref_0381,,65,=65=,Lourdes,,Restos du Cœur,Restos du coeur,65100,2 rue du Tydos,,2 rue du Tydos 65100 Lourdes,,,Association,,,
RH_fiche_382_,Ref_0382,,65,=65=,Lourdes,,Maison Départementale de la Solidarité,Conseil Départemental,65100,19 boulevard rue Cazenave,,19 boulevard rue Cazenave 65100 Lourdes,,,Collectivité territoriale,,,05 31 74 35 60
RH_fiche_383_,Ref_0383,,65,=65=,Luc,,France Services - Luc,,65190,19 rue du Pic du Midi,,19 rue du Pic du Midi 65190 Luc,,,,,,
RH_fiche_384_,Ref_0384,,65,=65=,Luz Saint Sauveur,,Cyber-base Luz Saint Sauveur,,65120,,,65120 Luz Saint Sauveur,,,,,,
RH_fiche_385_,Ref_0385,,65,=65=,Luz Saint Sauveur,,Luz-Saint-Sauveur,,65120,Maison Gradet-Poque - Mairie de Luz Saint Sauveur,,Maison Gradet-Poque - Mairie de Luz Saint Sauveur 65120 Luz Saint Sauveur,,,,,,
RH_fiche_386_,Ref_0386,,65,=65=,Saint Laurent de Neste,,Zone Pic Pyrénées Innovation,,65150,4  Route de Tarbes,,4  Route de Tarbes 65150 Saint Laurent de Neste,,,Association,,,06 09 73 77 06
RH_fiche_387_,Ref_0387,,65,=65=,Luz Saint Sauveur,,Maison du Parc National et de la Vallée,,65120,24 place St Clément,,24 place St Clément 65120 Luz Saint Sauveur,,,,,,05 62 92 38 38
RH_fiche_388_,Ref_0388,,34,=34=,Montpellier,,EPN/ LAM 34 -Centre APAJ,,34000,6 rue Dom Vaissette,,6 rue Dom Vaissette 34000 Montpellier,,,Association,,,04 67 06 75 04
RH_fiche_389_,Ref_0389,,65,=65=,Maubourguet,,France Services - Maubourguet,CC Adour Madiran,65700,CAC J Glavany allées Larbanès,,CAC J Glavany allées Larbanès 65700 Maubourguet,,,collectivité territoriale,,,05 62 96 07 93
RH_fiche_390_,Ref_0390,,31,=31=,Ramonville Saint Agne,,Info Jeunes Sicoval,Sicoval,31520,Place Jean Jaurès,,Place Jean Jaurès 31520 Ramonville Saint Agne,,,Collectivité territoriale,,Communauté d'agglomération du Sicoval,05 61 75 10 04
RH_fiche_391_,Ref_0391,,65,=65=,Pierreffitte Nestalas,,La Poste France Services,,65260,place Jean Jaures,,place Jean Jaures 65260 Pierreffitte Nestalas,,,,,,05 62 92 24 60
RH_fiche_392_,Ref_0392,,65,=65=,Pierreffitte Nestalas,,bibliothèque,,65260,Marie - 1erue étage 2 avenue Gén leclerc,,Marie - 1erue étage 2 avenue Gén leclerc 65260 Pierreffitte Nestalas,,,,,,05 62 92 75 46
RH_fiche_393_,Ref_0393,,65,=65=,Pierreffitte Nestalas,,France Services - Pierrefitte-Nestalas,La Poste,65260,Place Jean Jaurès,,Place Jean Jaurès 65260 Pierreffitte Nestalas,,,,La Poste,,
RH_fiche_394_,Ref_0394,,65,=65=,Pouyastruc,,bibliothèque,,65350,rue des écoles,,rue des écoles 65350 Pouyastruc,,,,,,05 62 33 67 39
RH_fiche_395_,Ref_0395,,65,=65=,Rabastens de Bigorre,,France Services - Rabastens en Bigorre,CC Adour Madiran,65140,16 place centrale,,16 place centrale 65140 Rabastens de Bigorre,,,collectivité territoriale,,,
RH_fiche_396_,,,,,,,,,,,,,,,,,,
RH_fiche_397_,,,,,,,,,,,,,,,,,,
RH_fiche_398_,Ref_0398,,65,=65=,Saint Laurent de Neste,,Maison du savoir,,65150,,,65150 Saint Laurent de Neste,,,,,,
RH_fiche_399_,Ref_0399,,65,=65=,Saint Laurent de Neste,,FABLAB SAPIENS,C.C. CANTON DE ST LAURENT DE NESTE,65150,Route de Tarbes Toulouse ZA Pic Pyrénées Innovation,,Route de Tarbes Toulouse ZA Pic Pyrénées Innovation 65150 Saint Laurent de Neste,,,collectivité territoriale,,,05 62 50 16 08
RH_fiche_400_,Ref_0400,,65,=65=,Sarp,,France Services - Sarp,CC Neste Barousse,65370,Maison de la Barousse,Centre Village,Maison de la Barousse 65370 Sarp,,,,,,
RH_fiche_401_,Ref_0401,,65,=65=,St Lary soulan,,France Services - Saint-Lary-Soulan,Guichet Initiative Pluriactivité Emploi (GIPE),65170,36 rue Vincent Mir,Galerie Commerciale,36 rue Vincent Mir 65170 St Lary soulan,,,Association,,,
RH_fiche_402_,,,,,,,,,,,,,,,,,,
RH_fiche_403_,Ref_0403,,65,=65=,St Lary soulan,,Médiathèque Maison du Patrimoine,,65170,41 rue Vincent Mir,,41 rue Vincent Mir 65170 St Lary soulan,,,,,,05 62 40 87 86
RH_fiche_404_,Ref_0404,,65,=65=,Séméac,,bibliothèque Albert Camus,,65600,51 rue de la République,,51 rue de la République 65600 Séméac,,,,,,05 62 37 78 63
RH_fiche_405_,Ref_0405,,65,=65=,Séméac,,Restos du Cœur,Restos du coeur,65600,41 rue de la République,,41 rue de la République 65600 Séméac,,,Association,,,
RH_fiche_406_,Ref_0406,,65,=65=,Tarbes,,France Services - Tarbes Laubadère,La Poste,65000,10 Avenue Antoine de Saint-exupéry,,10 Avenue Antoine de Saint-exupéry 65000 Tarbes,,,,La Poste,,
RH_fiche_407_,Ref_0407,,65,=65=,Tarbes,,L'ADR'ESS,LES PETITS DEBROUILLARDS,65000,2 Boulevard Garigliano,,2 Boulevard Garigliano 65000 Tarbes,,,ASSOCIATION,,,06 48 86 91 40
RH_fiche_408_,Ref_0408,,65,=65=,Tarbes,,CRESCENDO - PLURIFAB - LA MANUFACTURE,,65000,14 Boulevard Pierre RENAUDET,,14 Boulevard Pierre RENAUDET 65000 Tarbes,,,ASSOCIATION,,,05.62.36.21.34 - 06.10.78.05.87
RH_fiche_409_,Ref_0409,,65,=65=,Tarbes,,bibliothèque Louis Aragon,,65000,31 rue André Fourcade,,31 rue André Fourcade 65000 Tarbes,,,,,,05 62 44 38 98
RH_fiche_410_,Ref_0410,,65,=65=,Tarbes,,bibliothèque Nelson Mandela,,65000,10 avenue Antoine de Saint Exupéry,,10 avenue Antoine de Saint Exupéry 65000 Tarbes,,,,,,05 62 37 99 20
RH_fiche_411_,Ref_0411,,65,=65=,Tarbes,,Espace Public Initiatives Citoyennes (EPIC),,65000,4 rue Erik Satié,,4 rue Erik Satié 65000 Tarbes,,,,,,05 62 54 38 72
RH_fiche_412_,Ref_0412,,65,=65=,Tarbes,,Association Informatique Tarbaise,,65000,7 rue André Breyer,,7 rue André Breyer 65000 Tarbes,,,Association,,,06 25 39 46 24
RH_fiche_413_,Ref_0413,,65,=65=,Tarbes,,St Vincent de Paul,,65000,14 rue Solférino,,14 rue Solférino 65000 Tarbes,,,,,,05 62 51 13 82
